Encode Order, Type, POC, QP, Bits, Scenecut, I/P cost ratio, Y PSNR, U PSNR, V PSNR, YUV PSNR, Latency, List 0, List 1, Intra 64x64 DC, Intra 64x64 Planar, Intra 64x64 Ang, Intra 32x32 DC, Intra 32x32 Planar, Intra 32x32 Ang, Intra 16x16 DC, Intra 16x16 Planar, Intra 16x16 Ang, Intra 8x8 DC, Intra 8x8 Planar, Intra 8x8 Ang, 4x4, Inter 64x64, Inter 64x64 (Rect), Inter 32x32, Inter 32x32 (Rect), Inter 16x16, Inter 16x16 (Rect), Inter 8x8, Inter 8x8 (Rect), Skip 64x64, Skip 32x32, Skip 16x16, Skip 8x8, Merge 64x64, Merge 32x32, Merge 16x16, Merge 8x8, Avg Luma Distortion, Avg Chroma Distortion, Avg psyEnergy, Avg Residual Energy, Min Luma Level, Max Luma Level, Avg Luma Level, Min Cb Level, Max Cb Level, Avg Cb Level, Min Cr Level, Max Cr Level, Avg Cr Level, Intra 64x64, Skip 64x64, AMP 64, Inter 64x64, Merge 64x64, Inter 64x32, Merge 64x32, Inter 32x64, Merge 32x64, Intra 32x32, Skip 32x32, AMP 32, Inter 32x32, Merge 32x32, Inter 32x16, Merge 32x16, Inter 16x32, Merge 16x32, Intra 16x16, Skip 16x16, AMP 16, Inter 16x16, Merge 16x16, Inter 16x8, Merge 16x8, Inter 8x16, Merge 8x16, Intra 8x8, Skip 8x8, AMP 8, Inter 8x8, Merge 8x8, Inter 8x4, Merge 8x4, Inter 4x8, Merge 4x8, 4x4, DecideWait (ms), Row0Wait (ms), Wall time (ms), Ref Wait Wall (ms), Total CTU time (ms),Stall Time (ms), Total frame time (ms), Avg WPP, Row Blocks
45, P-SLICE,   18, 37.00,      39072, 0,4.35,30.839, 36.950, 38.865, 32.606,50, 12 10 8 6 , -, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.14%, 0.05%,  0.09%,  1.04%, 0.00%,  0.05%,  0.24%,  3.06%,  5.08%, 17.23%, 12.71%, 19.21%, 12.66%,  0.00%,  0.19%,  4.14%,  4.71%,  0.14%,  0.85%,  5.70%, 12.71%, 211488.87, 20846.72, 11670.46, 270166.09 , 16, 235, 101.17, 63, 146, 121.41, 68, 180, 135.00, 0.00%, 33.33%,0.00%, 11.11%, 0.00%, 22.22%, 0.00%, 27.78%, 5.56%, 0.00%, 9.78%,0.00%, 32.00%, 10.22%, 16.44%, 9.33%, 10.44%, 11.78%, 0.35%, 24.65%,0.00%, 28.42%, 14.74%, 7.37%, 11.03%, 4.25%, 9.20%, 2.33%, 34.51%,0.00%, 23.60%, 14.46%, 4.01%, 9.70%, 2.01%, 9.38%,0.00%, 0.0, 46.1, 75.9, 11.2, 226.3, 0.0, 1054.2, 3.452, 52
46, B-SLICE,   15, 38.00,      12120, 0,4.84,30.984, 37.120, 38.974, 32.750,54, 12 10 6 ,18 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  1.77%,  1.50%, 19.18%, 14.29%,  8.16%,  8.16%,  6.67%, 10.20%,  0.00%,  4.22%,  4.49%,  2.04%,  1.09%,  6.12%,  5.44%,  6.67%, 200067.33, 20020.37, 13145.19, 209641.32 , 16, 235, 101.41, 61, 145, 121.44, 60, 178, 135.07, 0.00%, 25.00%,0.00%, 37.50%, 3.12%, 12.50%, 9.38%, 3.12%, 9.38%, 0.00%, 21.59%,0.00%, 45.17%, 3.41%, 7.10%, 9.66%, 3.84%, 9.23%, 0.00%, 37.82%,0.00%, 28.50%, 2.59%, 4.66%, 7.77%, 6.22%, 12.44%, 0.00%, 34.04%,0.00%, 19.15%, 6.91%, 7.71%, 13.03%, 5.59%, 13.56%,0.00%, 0.0, 67.3, 50.8, 17.5, 132.8, 0.0, 1092.6, 3.148, 33
47, b-SLICE,   13, 39.00,       3456, 0,4.93,30.895, 37.163, 38.970, 32.688,57, 12 10 ,15 18 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  9.71%, 11.00%, 11.97%, 18.77%,  1.29%,  4.21%,  1.62%,  3.88%,  0.00%,  6.15%,  3.56%,  0.65%,  7.12%, 13.27%,  2.59%,  4.21%, 203386.00, 19910.51, 13473.47, 203811.29 , 16, 235, 101.44, 67, 145, 121.42, 67, 180, 135.06, 0.00%, 25.58%,0.00%, 34.88%, 0.00%, 9.88%, 14.53%, 6.98%, 8.14%, 0.00%, 32.43%,0.00%, 36.22%, 0.00%, 3.24%, 14.05%, 3.78%, 10.27%, 0.00%, 52.78%,0.00%, 11.11%, 0.00%, 5.56%, 11.11%, 6.94%, 12.50%, 0.00%, 46.88%,0.00%, 9.38%, 6.25%, 1.56%, 7.81%, 3.12%, 25.00%,0.00%, 0.0, 81.2, 33.7, 14.3, 88.8, 0.0, 1115.9, 3.215, 19
48, b-SLICE,   14, 39.00,       3960, 0,4.44,30.810, 37.065, 38.907, 32.604,57, 12 10 ,15 18 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%, 12.62%,  8.74%, 16.83%, 14.56%,  2.59%,  2.59%,  2.91%,  1.29%,  0.00%,  4.21%,  2.27%,  4.85%,  5.83%, 17.48%,  3.24%,  0.00%, 207308.81, 20298.05, 13650.56, 208714.48 , 16, 235, 101.33, 63, 144, 121.37, 64, 179, 135.01, 0.00%, 21.43%,0.00%, 46.43%, 0.00%, 5.95%, 11.90%, 7.14%, 7.14%, 0.00%, 34.54%,0.00%, 41.24%, 1.03%, 5.15%, 8.76%, 1.80%, 7.47%, 0.00%, 51.52%,0.00%, 21.21%, 3.03%, 6.06%, 6.06%, 1.52%, 10.61%, 0.00%, 53.57%,0.00%, 28.57%, 3.57%, 3.57%, 3.57%, 1.79%, 5.36%,0.00%, 0.0, 63.7, 33.8, 14.3, 80.3, 0.0, 1114.8, 2.970, 32
49, b-SLICE,   16, 39.00,       4984, 0,4.53,30.768, 37.018, 38.911, 32.567,56, 15 12 10 ,18 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  7.69%,  7.18%, 21.28%, 13.85%,  1.79%,  4.62%,  2.82%,  6.15%,  0.00%,  7.44%,  5.13%,  4.36%,  3.59%, 10.00%,  2.05%,  2.05%, 209326.99, 20425.78, 13986.53, 211013.24 , 16, 235, 101.29, 63, 145, 121.38, 67, 181, 135.00, 0.00%, 19.44%,0.00%, 41.67%, 0.00%, 7.64%, 14.58%, 4.86%, 11.81%, 0.00%, 28.94%,0.00%, 47.23%, 0.85%, 4.04%, 6.60%, 2.77%, 9.57%, 0.00%, 52.83%,0.00%, 13.21%, 0.00%, 1.89%, 9.43%, 4.72%, 17.92%, 0.00%, 41.67%,0.00%, 11.67%, 6.67%, 4.17%, 10.83%, 4.17%, 20.83%,0.00%, 0.0, 61.9, 36.5, 14.3, 91.8, 0.0, 1112.2, 2.926, 33
50, b-SLICE,   17, 39.00,       5000, 0,4.76,30.793, 37.051, 38.958, 32.596,56, 15 12 10 ,18 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  9.97%,  4.99%, 20.21%, 13.91%,  2.89%,  2.89%,  3.15%,  4.72%,  0.00%,  7.61%,  0.26%,  3.15%,  4.20%, 11.81%,  4.46%,  5.77%, 208210.05, 20244.58, 13927.23, 210497.90 , 16, 235, 101.33, 63, 145, 121.45, 62, 179, 135.05, 0.00%, 21.92%,0.00%, 52.05%, 0.00%, 2.74%, 13.70%, 3.42%, 6.16%, 0.00%, 31.62%,0.00%, 43.59%, 2.14%, 1.28%, 7.69%, 2.99%, 10.68%, 0.00%, 45.00%,0.00%, 25.00%, 2.50%, 5.00%, 17.50%, 2.50%, 2.50%, 0.00%, 53.12%,0.00%, 10.94%, 7.81%, 4.69%, 7.81%, 3.91%, 11.72%,0.00%, 0.0, 17.2, 41.0, 14.3, 93.3, 0.0, 1114.6, 2.837, 38
51, P-SLICE,   22, 37.00,      37424, 0,4.21,30.713, 37.009, 38.864, 32.519,52, 18 15 12 10 , -, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.10%, 0.16%,  0.21%,  1.57%, 0.00%,  0.16%,  0.26%,  4.19%,  6.38%, 13.92%, 13.97%, 19.57%, 13.03%,  0.00%,  0.37%,  3.92%,  6.33%,  0.16%,  0.84%,  6.12%,  8.74%, 217413.39, 20683.31, 11666.48, 287736.96 , 16, 235, 100.42, 64, 144, 121.47, 63, 180, 134.98, 0.00%, 27.27%,0.00%, 18.18%, 9.09%, 9.09%, 9.09%, 22.73%, 4.55%, 0.00%, 9.02%,0.00%, 29.41%, 13.73%, 15.29%, 9.41%, 11.96%, 11.18%, 0.28%, 26.41%,0.00%, 24.21%, 12.38%, 6.60%, 13.48%, 4.75%, 11.90%, 3.90%, 30.38%,0.00%, 19.20%, 20.25%, 2.95%, 10.65%, 3.01%, 9.65%,0.00%, 0.0, 4.0, 71.9, 0.0, 249.6, 0.0, 1103.2, 4.193, 35
52, B-SLICE,   20, 38.00,      12088, 0,4.32,30.814, 37.006, 38.928, 32.603,55, 18 15 10 ,22 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  2.06%,  2.33%, 18.11%, 11.66%,  7.27%,  7.96%,  8.50%,  8.92%,  0.00%,  3.16%,  3.29%,  2.88%,  1.23%,  6.17%,  7.68%,  8.78%, 207997.21, 20427.93, 13395.87, 221508.24 , 16, 235, 100.81, 64, 145, 121.53, 68, 182, 135.01, 0.00%, 21.95%,0.00%, 34.15%, 2.44%, 7.32%, 17.07%, 7.32%, 9.76%, 0.00%, 21.59%,0.00%, 46.35%, 5.08%, 5.24%, 7.78%, 3.17%, 10.79%, 0.00%, 41.88%,0.00%, 25.65%, 2.09%, 6.81%, 12.57%, 2.62%, 8.38%, 0.00%, 40.09%,0.00%, 22.17%, 7.08%, 6.13%, 12.26%, 4.25%, 8.02%,0.00%, 0.0, 34.5, 49.9, 21.4, 114.9, 0.0, 1140.1, 2.652, 28
53, b-SLICE,   19, 39.00,       4112, 0,4.80,30.832, 37.074, 39.044, 32.639,57, 18 15 ,20 22 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%, 10.03%,  6.19%, 16.81%, 12.09%,  3.54%,  2.06%,  3.24%,  2.06%,  0.00%,  6.49%,  3.83%,  2.06%,  6.78%, 19.17%,  3.54%,  2.06%, 206325.92, 20024.86, 13716.76, 207760.65 , 16, 235, 101.18, 62, 145, 121.54, 69, 178, 135.09, 0.00%, 29.49%,0.00%, 43.59%, 0.00%, 4.49%, 7.05%, 3.85%, 11.54%, 0.00%, 40.47%,0.00%, 39.53%, 0.93%, 3.26%, 7.91%, 2.56%, 5.35%, 0.00%, 56.82%,0.00%, 22.73%, 4.55%, 2.27%, 4.55%, 4.55%, 4.55%, 0.00%, 43.75%,0.00%, 28.12%, 6.25%, 3.12%, 3.12%, 1.56%, 14.06%,0.00%, 0.0, 69.8, 25.9, 13.0, 61.5, 0.0, 1198.8, 2.867, 21
54, b-SLICE,   21, 39.00,       5040, 0,4.65,30.668, 37.065, 38.947, 32.502,56, 20 18 15 ,22 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  8.59%,  7.07%, 11.11%, 12.37%,  3.03%,  5.30%,  4.55%,  8.33%,  0.00%,  4.55%,  2.78%,  4.29%,  5.30%, 11.62%,  4.04%,  7.07%, 214555.19, 20224.88, 13715.86, 218531.19 , 16, 235, 100.81, 62, 144, 121.52, 66, 180, 135.02, 0.00%, 25.30%,0.00%, 39.76%, 1.20%, 9.64%, 15.66%, 2.41%, 6.02%, 0.00%, 34.22%,0.00%, 36.90%, 2.67%, 2.41%, 5.08%, 6.95%, 11.76%, 0.00%, 45.00%,0.00%, 15.00%, 5.00%, 7.50%, 9.17%, 5.83%, 12.50%, 0.00%, 46.88%,0.00%, 11.46%, 7.29%, 5.73%, 16.15%, 2.60%, 9.90%,0.00%, 0.0, 68.3, 31.9, 12.9, 83.9, 0.0, 1153.0, 3.230, 22
55, P-SLICE,   26, 37.00,      38736, 0,4.27,30.618, 37.023, 38.818, 32.444,52, 22 20 18 15 , -, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.24%, 0.05%,  0.05%,  1.07%, 0.00%,  0.05%,  0.19%,  3.11%,  6.42%, 15.38%, 10.95%, 19.12%, 14.89%,  0.00%,  0.19%,  3.16%,  7.49%,  0.19%,  1.07%,  6.08%, 10.27%, 222082.90, 20876.61, 11983.59, 284069.70 , 16, 235, 99.46, 61, 144, 121.49, 58, 180, 134.98, 0.00%, 44.44%,0.00%, 11.11%, 0.00%, 11.11%, 0.00%, 16.67%, 16.67%, 0.00%, 10.32%,0.00%, 26.19%, 11.11%, 14.48%, 14.88%, 10.32%, 12.70%, 0.68%, 25.82%,0.00%, 27.45%, 15.49%, 4.76%, 9.78%, 5.23%, 10.80%, 2.21%, 33.55%,0.00%, 19.76%, 16.36%, 3.17%, 10.16%, 2.99%, 11.81%,0.00%, 0.0, 63.8, 67.9, 13.0, 198.5, 0.0, 1044.6, 3.430, 42
56, B-SLICE,   24, 38.00,       9912, 0,4.26,30.716, 37.073, 38.897, 32.533,55, 22 20 15 ,26 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  1.69%,  3.07%, 15.21%, 16.44%,  5.38%,  6.30%,  5.68%,  9.37%,  0.00%,  4.92%,  3.69%,  5.38%,  1.54%,  9.52%,  6.45%,  5.38%, 212583.88, 20295.58, 13836.82, 225569.33 , 16, 235, 99.97, 64, 144, 121.48, 57, 180, 134.99, 0.00%, 24.39%,0.00%, 26.83%, 0.00%, 4.88%, 12.20%, 4.88%, 26.83%, 0.00%, 28.48%,0.00%, 36.06%, 3.03%, 3.33%, 11.82%, 1.67%, 15.61%, 0.00%, 46.48%,0.00%, 20.42%, 4.23%, 2.82%, 8.45%, 3.52%, 14.08%, 0.00%, 41.67%,0.00%, 9.52%, 12.50%, 5.65%, 7.44%, 3.87%, 19.35%,0.00%, 0.0, 57.0, 53.1, 23.2, 109.6, 1.0, 1107.3, 2.504, 21
57, b-SLICE,   23, 39.00,       4448, 0,4.57,30.681, 37.115, 38.959, 32.520,57, 22 20 ,24 26 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  7.98%,  7.98%, 15.95%, 11.97%,  4.56%,  3.99%,  2.28%,  3.99%,  0.00%,  5.13%,  2.85%,  0.85%,  7.41%, 13.68%,  5.98%,  5.41%, 213616.42, 20061.57, 14048.85, 216420.27 , 16, 235, 100.34, 64, 146, 121.53, 52, 180, 135.03, 0.00%, 31.71%,0.00%, 34.15%, 0.00%, 7.32%, 12.20%, 2.44%, 12.20%, 0.00%, 34.02%,0.00%, 43.81%, 0.52%, 1.55%, 9.79%, 3.09%, 7.22%, 0.00%, 50.82%,0.00%, 22.95%, 3.28%, 1.64%, 4.92%, 4.92%, 11.48%, 0.00%, 50.00%,0.00%, 9.09%, 9.09%, 11.36%, 13.64%, 0.00%, 6.82%,0.00%, 0.0, 67.6, 29.7, 14.8, 74.7, 0.0, 1224.8, 3.000, 33
58, b-SLICE,   25, 39.00,       4192, 0,4.62,30.636, 37.092, 38.930, 32.480,56, 24 22 20 ,26 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  9.65%,  7.60%, 14.91%, 15.20%,  1.75%,  3.51%,  2.92%,  4.68%,  0.00%,  4.39%,  0.88%,  1.46%,  5.85%, 18.71%,  4.68%,  3.80%, 215932.87, 20182.00, 13915.84, 219161.70 , 16, 235, 99.87, 62, 144, 121.54, 50, 180, 135.03, 0.00%, 25.32%,0.00%, 41.77%, 0.00%, 3.16%, 12.03%, 2.53%, 15.19%, 0.00%, 37.26%,0.00%, 36.79%, 1.42%, 3.30%, 8.96%, 2.12%, 10.14%, 0.00%, 51.35%,0.00%, 10.81%, 5.41%, 5.41%, 10.81%, 5.41%, 10.81%, 0.00%, 40.91%,0.00%, 18.18%, 4.55%, 5.68%, 19.32%, 4.55%, 6.82%,0.00%, 0.0, 55.0, 32.9, 14.8, 72.2, 0.0, 1108.7, 2.763, 39
59, P-SLICE,   31, 37.00,      38952, 0,5.42,30.587, 37.093, 38.865, 32.435,51, 26 24 22 20 , -, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.11%, 0.11%,  0.11%,  0.91%, 0.00%,  0.00%,  0.32%,  4.39%,  8.03%, 14.45%, 12.04%, 17.87%, 13.59%,  0.00%,  0.32%,  3.10%,  7.33%,  0.11%,  0.91%,  5.30%, 11.02%, 224241.52, 20443.32, 11881.79, 293124.01 , 16, 235, 98.37, 61, 147, 121.56, 65, 181, 135.04, 0.00%, 25.00%,0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 31.25%, 43.75%, 0.00%, 8.07%,0.00%, 24.21%, 15.09%, 20.18%, 11.75%, 11.58%, 9.12%, 0.31%, 24.01%,0.00%, 24.01%, 17.28%, 6.50%, 10.78%, 5.81%, 11.31%, 2.21%, 36.03%,0.00%, 19.64%, 15.44%, 2.78%, 10.98%, 2.15%, 10.77%,0.00%, 0.0, 49.1, 73.4, 14.8, 219.3, 0.0, 1046.1, 3.533, 53
60, B-SLICE,   29, 38.00,      10424, 0,4.64,30.560, 37.154, 38.865, 32.422,54, 26 24 20 ,31 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  3.38%,  1.93%, 20.45%, 15.14%,  4.99%,  7.57%,  5.48%,  7.73%,  0.00%,  4.99%,  4.51%,  3.70%,  1.45%,  7.25%,  6.44%,  4.99%, 220761.87, 20126.77, 13824.59, 231364.47 , 16, 235, 98.74, 59, 146, 121.53, 60, 180, 134.97, 0.00%, 21.43%,0.00%, 50.00%, 0.00%, 2.38%, 16.67%, 2.38%, 7.14%, 0.00%, 23.24%,0.00%, 44.34%, 3.67%, 5.66%, 9.33%, 4.59%, 9.17%, 0.00%, 46.58%,0.00%, 15.75%, 5.48%, 6.16%, 10.27%, 2.40%, 13.36%, 0.00%, 39.71%,0.00%, 17.65%, 7.35%, 5.88%, 11.03%, 6.99%, 11.40%,0.00%, 0.0, 62.3, 49.5, 22.7, 108.7, 0.0, 1109.9, 2.763, 31
61, b-SLICE,   27, 39.00,       4152, 0,4.87,30.607, 37.119, 38.908, 32.459,57, 26 24 ,29 31 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  7.67%,  9.44%, 14.75%, 19.17%,  2.65%,  3.54%,  1.47%,  2.06%,  0.00%,  5.01%,  2.65%,  1.47%,  5.60%, 16.81%,  4.42%,  3.24%, 217382.12, 20144.68, 14117.79, 218878.93 , 16, 235, 99.37, 59, 149, 121.55, 57, 181, 135.03, 0.00%, 24.68%,0.00%, 33.77%, 0.00%, 3.90%, 19.48%, 5.84%, 12.34%, 0.00%, 33.79%,0.00%, 36.53%, 0.00%, 5.71%, 9.82%, 3.42%, 10.73%, 0.00%, 53.33%,0.00%, 17.78%, 2.22%, 5.56%, 10.00%, 3.33%, 7.78%, 0.00%, 57.14%,0.00%, 14.29%, 3.57%, 5.36%, 5.36%, 0.00%, 14.29%,0.00%, 0.0, 70.8, 30.1, 12.2, 79.7, 0.0, 1157.1, 3.207, 29
62, b-SLICE,   28, 39.00,       4528, 0,4.37,30.471, 37.086, 38.863, 32.347,57, 26 24 ,29 31 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  7.71%,  8.26%, 18.18%, 13.22%,  2.20%,  5.79%,  2.75%,  2.20%,  0.00%,  7.16%,  1.93%,  2.48%,  4.41%, 15.98%,  5.23%,  2.48%, 224438.99, 20322.16, 14409.99, 226492.65 , 16, 235, 98.96, 62, 149, 121.49, 59, 180, 134.98, 0.00%, 21.62%,0.00%, 37.84%, 0.00%, 6.76%, 18.92%, 4.73%, 10.14%, 0.00%, 36.84%,0.00%, 41.23%, 0.88%, 3.51%, 6.58%, 2.41%, 8.55%, 0.00%, 47.27%,0.00%, 12.73%, 1.82%, 9.09%, 12.73%, 1.82%, 14.55%, 0.00%, 50.00%,0.00%, 16.67%, 11.11%, 2.78%, 5.56%, 0.00%, 13.89%,0.00%, 0.0, 56.2, 30.2, 12.1, 71.9, 0.0, 1156.7, 3.237, 29
63, b-SLICE,   30, 39.00,       3424, 0,4.36,30.483, 37.041, 38.853, 32.349,56, 29 26 24 ,31 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  5.88%,  9.80%, 15.69%, 15.69%,  4.25%,  1.96%,  0.65%,  1.63%,  0.00%,  7.52%,  2.94%,  1.31%, 11.11%, 17.32%,  2.61%,  1.63%, 223611.95, 20467.01, 13542.90, 224508.46 , 16, 235, 98.41, 59, 148, 121.57, 60, 180, 135.02, 0.00%, 41.46%,0.00%, 21.95%, 0.00%, 5.49%, 14.02%, 4.88%, 12.20%, 0.00%, 37.62%,0.00%, 38.12%, 0.50%, 2.72%, 7.67%, 4.21%, 9.16%, 0.00%, 47.22%,0.00%, 36.11%, 0.00%, 2.78%, 5.56%, 2.78%, 5.56%, 0.00%, 56.25%,0.00%, 12.50%, 0.00%, 9.38%, 9.38%, 0.00%, 12.50%,0.00%, 0.0, 53.0, 31.6, 12.1, 74.3, 0.0, 1109.4, 3.259, 29
64, I-SLICE,    0, 34.00,     222632, 0,5.05,32.861, 37.389, 39.044, 34.200,55,  -, -, 0.00%,  0.00%,  0.00%, 0.41%,  0.59%,  1.08%, 1.36%,  1.03%,  7.45%, 4.55%,  2.58%, 34.32%,46.62%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%, 137260.12, 20414.27, 9493.34, 881192.21 , 16, 235, 97.98, 61, 148, 121.50, 63, 179, 135.00, 0.00%, 0.00%,0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 77.94%, 0.00%,0.00%, 22.06%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 100.00%, 0.00%,0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 100.00%, 0.00%,0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%,100.00%, 0.0, 0.0, 162.7, 0.0, 494.8, 0.0, 1207.1, 3.704, 31
65, P-SLICE,    6, 37.00,      30552, 0,4.33,31.490, 37.294, 38.997, 33.154,50, 0 , -, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.05%,  0.00%,  0.05%, 0.15%,  0.00%,  1.76%, 0.00%,  0.00%,  0.10%,  3.03%,  4.89%, 13.71%, 17.82%, 12.48%, 13.31%,  0.00%,  0.83%,  5.73%,  3.67%,  0.05%,  1.27%,  9.20%, 11.89%, 182463.33, 19554.08, 9937.61, 230790.58 , 16, 235, 96.39, 60, 153, 121.49, 54, 180, 135.03, 0.00%, 33.33%,0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 16.67%, 50.00%, 0.00%, 18.30%,0.00%, 33.62%, 5.53%, 13.40%, 7.45%, 11.06%, 10.64%, 0.21%, 32.07%,0.00%, 22.92%, 6.52%, 10.94%, 12.62%, 4.89%, 9.83%, 4.41%, 35.97%,0.00%, 19.23%, 9.62%, 5.15%, 8.43%, 5.09%, 12.10%,0.00%, 0.0, 80.4, 86.5, 49.7, 144.7, 0.5, 1109.0, 2.348, 18
66, B-SLICE,    3, 38.00,      11224, 0,5.13,31.883, 37.408, 39.096, 33.475,54, 0 ,6 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.61%,  1.10%, 15.07%, 15.32%,  5.27%,  9.31%,  5.02%, 10.29%,  0.00%,  4.41%,  4.66%,  3.55%,  0.25%, 11.64%,  7.35%,  6.13%, 162849.61, 19026.02, 11075.56, 174977.05 , 16, 235, 97.44, 60, 149, 121.55, 63, 180, 135.07, 0.00%, 12.50%,0.00%, 31.25%, 0.00%, 9.38%, 34.38%, 3.12%, 9.38%, 0.00%, 32.03%,0.00%, 36.92%, 0.49%, 8.44%, 10.39%, 4.40%, 7.33%, 0.00%, 45.16%,0.00%, 17.51%, 2.30%, 3.69%, 10.60%, 4.38%, 16.36%, 0.00%, 38.73%,0.00%, 13.73%, 6.37%, 10.29%, 11.27%, 8.58%, 11.03%,0.00%, 0.0, 124.9, 48.4, 23.4, 94.7, 2.8, 1177.4, 2.511, 35
67, b-SLICE,    1, 39.00,       3888, 0,5.00,32.159, 37.450, 39.106, 33.688,57, 0 ,3 6 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.81%,  2.03%, 13.41%, 18.90%,  1.63%,  2.85%,  0.81%,  1.22%,  0.00%,  8.94%,  1.42%,  1.63%,  2.44%, 38.41%,  4.27%,  1.22%, 152058.44, 18899.01, 10887.81, 152987.11 , 16, 235, 97.90, 60, 149, 121.55, 67, 179, 135.05, 0.00%, 46.15%,0.00%, 15.38%, 0.00%, 13.46%, 9.62%, 5.77%, 9.62%, 0.00%, 55.21%,0.00%, 22.27%, 0.47%, 2.49%, 6.75%, 3.91%, 8.89%, 0.00%, 56.00%,0.00%, 14.00%, 2.00%, 7.00%, 9.00%, 5.00%, 7.00%, 0.00%, 58.33%,0.00%, 4.17%, 12.50%, 4.17%, 4.17%, 10.42%, 6.25%,0.00%, 0.0, 157.9, 27.5, 13.6, 60.7, 0.0, 1236.5, 2.770, 44
