Encode Order, Type, POC, QP, Bits, Scenecut, I/P cost ratio, Y PSNR, U PSNR, V PSNR, YUV PSNR, Latency, List 0, List 1, Intra 64x64 DC, Intra 64x64 Planar, Intra 64x64 Ang, Intra 32x32 DC, Intra 32x32 Planar, Intra 32x32 Ang, Intra 16x16 DC, Intra 16x16 Planar, Intra 16x16 Ang, Intra 8x8 DC, Intra 8x8 Planar, Intra 8x8 Ang, 4x4, Inter 64x64, Inter 64x64 (Rect), Inter 32x32, Inter 32x32 (Rect), Inter 16x16, Inter 16x16 (Rect), Inter 8x8, Inter 8x8 (Rect), Skip 64x64, Skip 32x32, Skip 16x16, Skip 8x8, Merge 64x64, Merge 32x32, Merge 16x16, Merge 8x8, Avg Luma Distortion, Avg Chroma Distortion, Avg psyEnergy, Avg Residual Energy, Min Luma Level, Max Luma Level, Avg Luma Level, Min Cb Level, Max Cb Level, Avg Cb Level, Min Cr Level, Max Cr Level, Avg Cr Level, Intra 64x64, Skip 64x64, AMP 64, Inter 64x64, Merge 64x64, Inter 64x32, Merge 64x32, Inter 32x64, Merge 32x64, Intra 32x32, Skip 32x32, AMP 32, Inter 32x32, Merge 32x32, Inter 32x16, Merge 32x16, Inter 16x32, Merge 16x32, Intra 16x16, Skip 16x16, AMP 16, Inter 16x16, Merge 16x16, Inter 16x8, Merge 16x8, Inter 8x16, Merge 8x16, Intra 8x8, Skip 8x8, AMP 8, Inter 8x8, Merge 8x8, Inter 8x4, Merge 8x4, Inter 4x8, Merge 4x8, 4x4, DecideWait (ms), Row0Wait (ms), Wall time (ms), Ref Wait Wall (ms), Total CTU time (ms),Stall Time (ms), Total frame time (ms), Avg WPP, Row Blocks
45, b-SLICE,   12, 39.00,       2008, 0,4.63,32.214, 38.586, 38.941, 33.851,56, 11 9 7 ,13 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%, 19.18%,  8.68%,  6.39%,  5.48%,  1.83%,  1.83%,  1.83%,  0.91%,  0.00%,  1.37%,  0.91%,  2.28%, 21.00%, 21.46%,  4.57%,  2.28%, 150049.11, 16610.87, 13569.53, 150058.64 , 17, 235, 146.47, 67, 165, 128.78, 85, 174, 127.03, 0.00%, 42.99%,0.00%, 39.25%, 0.00%, 1.87%, 9.35%, 0.93%, 5.61%, 0.00%, 47.17%,0.00%, 41.51%, 0.00%, 0.94%, 2.83%, 0.47%, 7.08%, 0.00%, 60.00%,0.00%, 20.00%, 0.00%, 0.00%, 10.00%, 0.00%, 10.00%, 0.00%, 62.50%,0.00%, 25.00%, 0.00%, 0.00%, 0.00%, 6.25%, 6.25%,0.00%, 0.0, 36.9, 20.2, 7.9, 62.7, 0.0, 789.1, 3.556, 51
46, P-SLICE,   19, 37.00,      21920, 0,4.72,31.889, 38.395, 38.723, 33.556,50, 13 11 9 7 , -, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.17%, 0.42%,  0.08%,  1.52%, 0.00%,  1.01%,  1.85%,  7.32%,  6.48%, 10.94%,  7.74%, 17.85%, 11.70%,  0.00%,  0.93%,  2.36%,  3.37%,  0.67%,  3.62%,  8.42%, 13.55%, 164429.64, 17502.18, 12726.87, 203513.64 , 16, 235, 145.68, 72, 166, 128.61, 88, 167, 126.96, 0.00%, 19.05%,0.00%, 23.81%, 4.76%, 23.81%, 14.29%, 7.14%, 7.14%, 0.00%, 21.77%,0.00%, 34.27%, 12.90%, 8.06%, 8.47%, 6.85%, 7.66%, 0.57%, 36.36%,0.00%, 27.27%, 9.66%, 3.69%, 9.38%, 3.98%, 9.09%, 4.17%, 34.90%,0.00%, 17.88%, 18.92%, 1.56%, 8.51%, 1.82%, 12.24%,0.00%, 0.0, 35.4, 57.7, 7.9, 154.7, 0.0, 805.8, 3.148, 45
47, B-SLICE,   16, 38.00,       6064, 0,4.61,31.988, 38.430, 38.795, 33.644,54, 13 11 7 ,19 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  6.10%,  4.79%, 10.02%, 13.51%,  5.23%,  5.01%,  5.01%,  6.54%,  0.00%,  5.66%,  1.74%,  3.27%,  5.45%, 10.02%,  8.06%,  9.59%, 158370.26, 17199.39, 13645.04, 163238.43 , 16, 235, 145.92, 61, 166, 128.64, 84, 171, 126.93, 0.00%, 33.33%,0.00%, 37.33%, 0.00%, 8.67%, 10.00%, 6.00%, 4.67%, 0.00%, 34.29%,0.00%, 34.29%, 1.90%, 7.86%, 8.33%, 4.76%, 8.57%, 0.00%, 48.91%,0.00%, 19.57%, 6.52%, 2.17%, 5.43%, 7.07%, 10.33%, 0.00%, 52.68%,0.00%, 15.18%, 5.36%, 3.57%, 4.46%, 4.02%, 14.73%,0.00%, 0.0, 58.5, 31.4, 7.7, 94.2, 0.0, 835.9, 3.252, 49
48, b-SLICE,   14, 39.00,       2696, 0,4.68,32.107, 38.504, 38.859, 33.750,57, 13 11 ,16 19 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%, 19.92%,  6.91%,  7.72%,  4.88%,  2.03%,  2.44%,  1.22%,  4.07%,  0.00%,  3.25%,  0.00%,  0.00%, 15.45%, 19.11%,  5.28%,  7.72%, 153830.33, 16927.76, 13800.00, 154211.33 , 16, 235, 146.15, 60, 169, 128.68, 82, 172, 126.96, 0.00%, 36.54%,0.00%, 47.12%, 0.00%, 1.44%, 3.37%, 4.81%, 6.73%, 0.00%, 47.41%,0.00%, 42.24%, 0.00%, 1.72%, 3.45%, 1.29%, 3.88%, 0.00%, 54.17%,0.00%, 20.83%, 0.00%, 4.17%, 4.17%, 6.25%, 10.42%, 0.00%, 59.38%,0.00%, 9.38%, 0.00%, 0.00%, 3.12%, 3.12%, 25.00%,0.00%, 0.0, 65.8, 21.5, 6.2, 69.8, 0.0, 855.8, 3.778, 64
49, b-SLICE,   15, 39.00,       3016, 0,4.33,31.999, 38.464, 38.845, 33.663,57, 13 11 ,16 19 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%, 12.64%,  9.96%, 10.34%,  9.20%,  2.68%,  3.83%,  1.92%,  4.60%,  0.00%,  3.07%,  0.38%,  0.38%, 15.71%, 16.09%,  3.83%,  5.36%, 157789.56, 17034.37, 13666.16, 158727.09 , 17, 235, 146.06, 65, 168, 128.68, 87, 167, 126.95, 0.00%, 41.00%,0.00%, 33.00%, 0.00%, 8.50%, 8.50%, 4.00%, 5.00%, 0.00%, 38.17%,0.00%, 43.51%, 0.00%, 1.53%, 6.11%, 1.53%, 9.16%, 0.00%, 39.29%,0.00%, 21.43%, 3.57%, 7.14%, 14.29%, 3.57%, 10.71%, 0.00%, 46.88%,0.00%, 15.62%, 0.00%, 1.56%, 10.94%, 4.69%, 20.31%,0.00%, 0.0, 53.8, 23.7, 6.2, 74.0, 0.0, 855.1, 3.533, 64
50, b-SLICE,   17, 39.00,       2696, 0,4.38,31.908, 38.524, 38.862, 33.604,56, 16 13 11 ,19 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%, 12.40%,  6.59%, 11.24%,  8.91%,  2.71%,  2.71%,  0.00%,  2.33%,  0.00%,  5.04%,  2.33%,  2.33%, 18.60%, 18.60%,  4.65%,  1.55%, 161054.76, 16881.07, 13796.73, 162125.56 , 16, 235, 145.94, 68, 166, 128.67, 83, 167, 126.97, 0.00%, 49.48%,0.00%, 32.99%, 0.00%, 4.64%, 6.70%, 2.58%, 3.61%, 0.00%, 42.66%,0.00%, 41.26%, 0.00%, 2.10%, 5.59%, 2.45%, 5.94%, 0.00%, 56.25%,0.00%, 15.62%, 6.25%, 0.00%, 3.12%, 3.12%, 15.62%, 0.00%, 62.50%,0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 6.25%, 31.25%,0.00%, 0.0, 52.0, 23.8, 6.2, 72.2, 0.0, 852.6, 3.652, 51
51, b-SLICE,   18, 39.00,       2768, 0,4.05,31.868, 38.508, 38.818, 33.566,56, 16 13 11 ,19 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%, 13.95%,  9.69%,  6.98%, 10.85%,  3.10%,  4.26%,  0.39%,  3.10%,  0.00%,  5.04%,  1.16%,  1.16%, 14.34%, 19.38%,  3.49%,  3.10%, 162602.33, 16997.04, 13712.96, 163390.67 , 16, 235, 145.87, 74, 166, 128.65, 88, 177, 126.97, 0.00%, 37.76%,0.00%, 36.73%, 0.00%, 3.57%, 6.63%, 5.10%, 10.20%, 0.00%, 45.32%,0.00%, 34.53%, 0.00%, 3.60%, 5.04%, 3.96%, 7.55%, 0.00%, 38.71%,0.00%, 25.81%, 0.00%, 3.23%, 6.45%, 1.61%, 24.19%, 0.00%, 55.00%,0.00%, 0.00%, 5.00%, 5.00%, 0.00%, 5.00%, 30.00%,0.00%, 0.0, 16.3, 25.3, 6.2, 73.7, 0.0, 852.2, 3.548, 68
52, P-SLICE,   25, 37.00,      22312, 0,4.79,31.668, 38.312, 38.625, 33.368,50, 19 16 13 11 , -, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.08%, 0.25%,  0.00%,  1.10%, 0.00%,  1.10%,  1.35%,  8.04%,  7.02%, 12.10%,  7.02%, 12.86%, 11.42%,  0.00%,  1.18%,  3.21%,  4.74%,  0.51%,  4.31%,  9.39%, 14.30%, 173211.39, 17865.18, 13118.77, 213729.84 , 16, 235, 145.10, 80, 166, 128.57, 82, 173, 126.98, 0.00%, 17.14%,0.00%, 28.57%, 8.57%, 17.14%, 22.86%, 2.86%, 2.86%, 0.00%, 23.81%,0.00%, 30.04%, 15.75%, 6.41%, 9.34%, 7.14%, 7.51%, 0.27%, 39.63%,0.00%, 25.00%, 13.03%, 3.72%, 8.51%, 3.19%, 6.65%, 3.03%, 42.61%,0.00%, 13.45%, 15.34%, 1.33%, 5.87%, 3.88%, 14.49%,0.00%, 0.0, 2.4, 57.9, 0.0, 171.2, 0.0, 746.1, 3.311, 38
53, B-SLICE,   22, 38.00,       6272, 0,4.54,31.759, 38.406, 38.725, 33.461,54, 19 16 11 ,25 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  6.94%,  4.47%, 15.44%,  9.17%,  4.70%,  7.16%,  3.80%,  6.49%,  0.00%,  3.36%,  5.37%,  3.13%,  4.92%, 13.65%,  6.94%,  4.47%, 167208.79, 17383.33, 13951.01, 172573.59 , 16, 235, 145.38, 81, 165, 128.60, 83, 165, 126.97, 0.00%, 30.14%,0.00%, 42.47%, 0.00%, 4.11%, 5.48%, 12.33%, 5.48%, 0.00%, 35.19%,0.00%, 44.44%, 1.39%, 3.47%, 5.79%, 3.24%, 6.48%, 0.00%, 50.93%,0.00%, 13.89%, 5.56%, 1.85%, 9.26%, 1.85%, 16.67%, 0.00%, 42.50%,0.00%, 11.25%, 10.00%, 7.50%, 8.75%, 2.50%, 17.50%,0.00%, 0.0, 36.4, 34.1, 8.0, 98.7, 0.0, 868.9, 3.289, 53
54, b-SLICE,   20, 39.00,       2808, 0,4.16,31.912, 38.541, 38.849, 33.607,57, 19 16 ,22 25 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%, 14.29%,  9.13%,  9.92%,  8.33%,  1.59%,  1.59%,  1.98%,  1.59%,  0.00%,  1.98%,  3.97%,  1.19%, 15.87%, 21.83%,  3.57%,  3.17%, 160887.03, 16871.96, 14153.64, 162108.72 , 17, 235, 145.67, 78, 166, 128.66, 85, 163, 126.99, 0.00%, 40.40%,0.00%, 36.36%, 0.00%, 5.05%, 8.08%, 1.52%, 8.59%, 0.00%, 44.12%,0.00%, 40.44%, 0.00%, 1.47%, 5.15%, 1.47%, 7.35%, 0.00%, 70.37%,0.00%, 14.81%, 0.00%, 1.85%, 1.85%, 3.70%, 7.41%, 0.00%, 55.00%,0.00%, 5.00%, 20.00%, 0.00%, 15.00%, 2.50%, 2.50%,0.00%, 0.0, 61.3, 21.4, 6.6, 68.0, 0.0, 894.4, 3.704, 64
55, b-SLICE,   21, 39.00,       2640, 0,4.59,31.787, 38.484, 38.794, 33.500,57, 19 16 ,22 25 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%, 15.38%, 11.54%,  8.55%,  8.55%,  1.71%,  2.99%,  0.00%,  0.43%,  0.00%,  3.85%,  0.00%,  0.00%, 15.38%, 25.21%,  5.13%,  1.28%, 165639.97, 17089.68, 14183.17, 167208.51 , 16, 235, 145.58, 80, 166, 128.64, 82, 175, 126.99, 0.00%, 36.36%,0.00%, 36.36%, 0.00%, 4.55%, 8.59%, 6.06%, 8.08%, 0.00%, 49.28%,0.00%, 36.23%, 0.00%, 2.17%, 3.62%, 1.09%, 7.61%, 0.00%, 52.17%,0.00%, 4.35%, 13.04%, 2.17%, 6.52%, 4.35%, 17.39%, 0.00%, 75.00%,0.00%, 0.00%, 0.00%, 0.00%, 25.00%, 0.00%, 0.00%,0.00%, 0.0, 59.7, 21.5, 6.6, 66.9, 0.0, 890.3, 3.778, 70
56, b-SLICE,   23, 39.00,       2328, 0,4.79,31.705, 38.478, 38.758, 33.434,56, 22 19 16 ,25 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%, 15.56%, 10.22%,  6.67%, 10.22%,  0.89%,  1.33%,  2.22%,  0.44%,  0.00%,  3.56%,  0.89%,  0.00%, 20.00%, 20.89%,  4.44%,  2.67%, 168728.44, 17171.03, 14270.81, 169339.33 , 16, 235, 145.37, 78, 166, 128.64, 87, 168, 127.00, 0.00%, 43.69%,0.00%, 33.98%, 0.00%, 4.37%, 11.17%, 2.91%, 3.88%, 0.00%, 44.72%,0.00%, 36.59%, 0.00%, 2.03%, 6.10%, 2.44%, 8.13%, 0.00%, 70.59%,0.00%, 5.88%, 5.88%, 2.94%, 2.94%, 0.00%, 11.76%, 0.00%, 50.00%,0.00%, 25.00%, 16.67%, 4.17%, 4.17%, 0.00%, 0.00%,0.00%, 0.0, 58.0, 23.0, 6.6, 66.3, 0.0, 883.3, 3.919, 59
57, b-SLICE,   24, 39.00,       2264, 0,4.04,31.589, 38.409, 38.714, 33.332,56, 22 19 16 ,25 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%, 13.96%, 11.26%,  8.11%, 12.61%,  1.35%,  1.80%,  1.35%,  0.90%,  0.00%,  2.25%,  1.80%,  1.35%, 20.72%, 21.17%,  1.35%,  0.00%, 173458.79, 17398.59, 14009.10, 173696.64 , 17, 235, 145.28, 81, 167, 128.61, 85, 172, 127.00, 0.00%, 45.10%,0.00%, 30.39%, 0.00%, 2.94%, 5.88%, 5.88%, 9.80%, 0.00%, 40.62%,0.00%, 37.50%, 0.00%, 4.69%, 7.03%, 2.73%, 7.42%, 0.00%, 50.00%,0.00%, 14.29%, 7.14%, 0.00%, 7.14%, 3.57%, 17.86%, 0.00%, 37.50%,0.00%, 37.50%, 0.00%, 0.00%, 0.00%, 12.50%, 12.50%,0.00%, 0.0, 18.2, 24.5, 6.6, 63.5, 0.0, 807.0, 3.259, 35
58, P-SLICE,   31, 37.00,      23536, 0,4.46,31.491, 38.268, 38.648, 33.233,50, 25 22 19 16 , -, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.36%, 0.09%,  0.27%,  2.33%, 0.00%,  0.63%,  1.43%,  9.41%,  8.24%, 13.26%,  6.45%, 17.03%,  9.59%,  0.00%,  1.43%,  2.42%,  4.66%,  0.72%,  5.38%,  7.26%,  9.05%, 180253.66, 17993.95, 13503.47, 231600.16 , 16, 235, 144.52, 81, 165, 128.51, 88, 164, 127.03, 0.00%, 25.81%,0.00%, 22.58%, 0.00%, 16.13%, 9.68%, 16.13%, 9.68%, 0.00%, 25.08%,0.00%, 32.01%, 12.54%, 8.91%, 8.25%, 5.61%, 7.59%, 1.20%, 32.53%,0.00%, 26.20%, 18.37%, 3.31%, 6.93%, 3.16%, 8.28%, 6.25%, 31.88%,0.00%, 20.00%, 19.58%, 1.15%, 4.90%, 2.92%, 13.33%,0.00%, 0.0, 2.3, 52.0, 0.0, 151.3, 0.0, 746.9, 3.422, 36
59, B-SLICE,   28, 38.00,       5664, 0,4.87,31.560, 38.335, 38.662, 33.295,54, 25 22 16 ,31 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  7.87%,  5.09%, 15.05%,  8.33%,  5.09%,  7.87%,  4.63%,  5.32%,  0.00%,  3.47%,  3.47%,  1.62%,  5.09%, 11.34%,  9.72%,  6.02%, 174972.96, 17655.42, 14275.17, 178591.75 , 16, 235, 144.70, 63, 168, 128.54, 87, 171, 127.01, 0.00%, 28.21%,0.00%, 43.59%, 0.00%, 9.62%, 5.77%, 3.85%, 8.97%, 0.00%, 32.82%,0.00%, 46.67%, 2.05%, 2.82%, 5.90%, 2.05%, 7.69%, 0.00%, 50.44%,0.00%, 18.58%, 0.88%, 1.33%, 3.10%, 4.87%, 20.80%, 0.00%, 43.42%,0.00%, 21.05%, 5.26%, 3.29%, 8.55%, 4.61%, 13.82%,0.00%, 0.0, 30.1, 33.3, 9.2, 96.4, 0.0, 808.8, 3.467, 55
60, b-SLICE,   26, 39.00,       2680, 0,4.30,31.683, 38.425, 38.724, 33.406,57, 25 22 ,28 31 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%, 17.78%,  7.11%,  9.78%, 12.00%,  1.78%,  0.89%,  1.78%,  0.89%,  0.00%,  2.22%,  0.00%,  0.00%, 20.44%, 19.56%,  3.11%,  2.67%, 169573.51, 17345.53, 14512.67, 170641.90 , 16, 235, 144.98, 79, 167, 128.56, 86, 171, 126.99, 0.00%, 45.10%,0.00%, 39.22%, 0.00%, 1.47%, 4.41%, 1.96%, 7.84%, 0.00%, 38.28%,0.00%, 40.62%, 0.00%, 3.12%, 6.25%, 2.34%, 9.38%, 0.00%, 53.85%,0.00%, 23.08%, 7.69%, 0.00%, 0.00%, 3.85%, 11.54%, 0.00%, 50.00%,0.00%, 8.33%, 25.00%, 0.00%, 0.00%, 4.17%, 12.50%,0.00%, 0.0, 55.6, 23.7, 6.0, 80.0, 0.0, 844.6, 4.148, 60
61, b-SLICE,   27, 39.00,       2528, 0,4.54,31.598, 38.434, 38.752, 33.347,57, 25 22 ,28 31 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%, 12.08%, 13.33%,  6.25%, 13.33%,  1.67%,  2.50%,  0.42%,  2.92%,  0.00%,  2.92%,  0.42%,  0.00%, 16.25%, 20.83%,  3.75%,  3.33%, 172939.34, 17272.40, 14606.84, 173491.04 , 16, 235, 144.92, 61, 168, 128.55, 87, 170, 127.00, 0.00%, 39.00%,0.00%, 29.00%, 0.00%, 4.00%, 12.00%, 4.50%, 11.50%, 0.00%, 42.54%,0.00%, 33.58%, 0.00%, 1.49%, 6.72%, 4.10%, 11.57%, 0.00%, 50.00%,0.00%, 20.00%, 0.00%, 0.00%, 5.00%, 5.00%, 20.00%, 0.00%, 50.00%,0.00%, 6.25%, 0.00%, 0.00%, 0.00%, 9.38%, 34.38%,0.00%, 0.0, 54.0, 26.2, 6.0, 70.7, 0.0, 830.5, 3.459, 82
62, b-SLICE,   29, 39.00,       2520, 0,4.87,31.529, 38.394, 38.764, 33.292,56, 28 25 22 ,31 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%, 20.25%,  8.44%, 10.55%,  5.49%,  1.27%,  2.11%,  1.27%,  0.84%,  0.00%,  3.38%,  1.27%,  0.00%, 14.35%, 20.68%,  5.49%,  4.64%, 175647.51, 17333.01, 14592.88, 176263.37 , 16, 235, 144.77, 64, 166, 128.55, 88, 177, 127.04, 0.00%, 33.33%,0.00%, 46.08%, 0.98%, 5.39%, 3.43%, 3.92%, 6.86%, 0.00%, 45.60%,0.00%, 44.00%, 0.00%, 0.80%, 2.40%, 1.20%, 6.00%, 0.00%, 66.67%,0.00%, 12.50%, 0.00%, 0.00%, 0.00%, 0.00%, 20.83%, 0.00%, 68.75%,0.00%, 12.50%, 6.25%, 0.00%, 0.00%, 0.00%, 12.50%,0.00%, 0.0, 52.7, 26.2, 6.0, 75.9, 0.0, 828.3, 3.889, 64
63, b-SLICE,   30, 39.00,       2480, 0,4.46,31.473, 38.382, 38.724, 33.243,56, 28 25 22 ,31 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%, 13.17%, 10.70%, 10.70%,  7.00%,  0.82%,  3.29%,  4.12%,  0.82%,  0.00%,  2.47%,  4.12%,  2.06%, 18.11%, 18.52%,  2.88%,  1.23%, 178075.81, 17435.46, 14642.93, 178518.38 , 16, 235, 144.71, 62, 168, 128.54, 88, 173, 127.04, 0.00%, 43.56%,0.00%, 31.68%, 0.00%, 4.46%, 11.39%, 2.97%, 6.93%, 0.00%, 41.13%,0.00%, 45.16%, 0.00%, 0.81%, 3.23%, 2.42%, 7.26%, 0.00%, 62.96%,0.00%, 7.41%, 0.00%, 1.85%, 1.85%, 3.70%, 22.22%, 0.00%, 40.00%,0.00%, 40.00%, 10.00%, 0.00%, 0.00%, 2.50%, 7.50%,0.00%, 0.0, 17.1, 27.6, 6.0, 73.9, 0.0, 827.9, 3.941, 44
64, I-SLICE,    0, 34.00,     161056, 0,0.00,33.349, 38.574, 39.011, 34.710,55,  -, -, 0.00%,  0.00%,  0.00%, 0.96%,  0.48%,  1.98%, 2.94%,  0.84%, 10.80%, 6.95%,  2.94%, 38.11%,34.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%, 120562.10, 17416.68, 10983.61, 647470.79 , 16, 235, 144.54, 59, 167, 128.54, 88, 174, 127.06, 0.00%, 0.00%,0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 82.66%, 0.00%,0.00%, 17.34%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 100.00%, 0.00%,0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 100.00%, 0.00%,0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%,100.00%, 0.0, 0.0, 140.9, 0.0, 428.6, 0.0, 892.5, 3.593, 48
65, P-SLICE,    5, 37.00,      14968, 0,4.56,32.454, 38.442, 38.919, 34.010,51, 0 , -, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.08%,  0.00%,  0.25%, 0.08%,  0.08%,  1.24%, 0.00%,  0.17%,  0.17%,  8.93%,  6.12%, 10.26%,  9.68%,  7.28%,  8.60%,  0.00%,  2.07%,  7.11%,  6.45%,  0.50%, 10.09%, 10.84%, 10.01%, 144124.65, 16963.28, 11811.30, 170241.57 , 16, 235, 143.91, 63, 168, 128.48, 87, 171, 127.05, 0.00%, 60.00%,0.00%, 20.00%, 0.00%, 10.00%, 10.00%, 0.00%, 0.00%, 0.00%, 40.95%,0.00%, 27.86%, 10.58%, 3.20%, 4.87%, 5.29%, 7.24%, 0.87%, 46.97%,0.00%, 19.26%, 7.58%, 2.92%, 7.25%, 4.22%, 10.93%, 4.17%, 48.77%,0.00%, 11.52%, 10.05%, 1.72%, 5.39%, 5.27%, 13.11%,0.00%, 0.0, 95.5, 39.8, 22.6, 87.6, 0.0, 840.9, 2.896, 38
66, B-SLICE,    3, 38.00,       5416, 0,4.43,32.669, 38.594, 39.055, 34.208,54, 0 ,5 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  3.26%,  0.91%, 18.30%,  8.51%,  2.72%,  2.90%,  3.44%,  4.53%,  0.00%,  6.88%,  5.43%,  4.17%,  2.17%, 28.26%,  5.43%,  3.08%, 135431.47, 16388.59, 12603.65, 141915.86 , 16, 235, 144.20, 63, 166, 128.53, 87, 179, 127.08, 0.00%, 34.29%,0.00%, 51.43%, 0.00%, 0.00%, 0.00%, 8.57%, 5.71%, 0.00%, 52.15%,0.00%, 34.95%, 0.27%, 1.34%, 4.03%, 1.88%, 5.38%, 0.00%, 65.93%,0.00%, 16.48%, 0.00%, 0.55%, 4.95%, 2.75%, 9.34%, 0.00%, 47.62%,0.00%, 11.90%, 10.71%, 1.19%, 2.38%, 8.33%, 17.86%,0.00%, 0.0, 127.9, 23.0, 4.0, 74.2, 0.0, 895.1, 3.644, 63
67, b-SLICE,    1, 39.00,       2904, 0,4.20,32.975, 38.607, 39.028, 34.436,57, 0 ,3 5 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  2.40%,  2.16%,  8.15%, 12.47%,  0.96%,  2.40%,  0.48%,  0.96%,  0.00%,  5.28%,  1.20%,  0.00%,  5.76%, 53.00%,  3.36%,  1.44%, 125958.07, 16411.70, 12546.55, 126796.16 , 17, 235, 144.43, 65, 166, 128.53, 88, 175, 127.06, 0.00%, 55.81%,0.00%, 23.26%, 0.00%, 1.16%, 10.47%, 2.33%, 6.98%, 0.00%, 67.69%,0.00%, 17.83%, 0.00%, 1.53%, 4.32%, 1.53%, 7.10%, 0.00%, 57.58%,0.00%, 12.12%, 0.00%, 1.52%, 4.55%, 9.09%, 15.15%, 0.00%, 50.00%,0.00%, 8.33%, 8.33%, 0.00%, 0.00%, 16.67%, 16.67%,0.00%, 0.0, 146.0, 20.5, 3.3, 66.2, 0.0, 923.1, 3.726, 65
