Encode Order, Type, POC, QP, Bits, Scenecut, I/P cost ratio, Y PSNR, U PSNR, V PSNR, YUV PSNR, Latency, List 0, List 1, Intra 64x64 DC, Intra 64x64 Planar, Intra 64x64 Ang, Intra 32x32 DC, Intra 32x32 Planar, Intra 32x32 Ang, Intra 16x16 DC, Intra 16x16 Planar, Intra 16x16 Ang, Intra 8x8 DC, Intra 8x8 Planar, Intra 8x8 Ang, 4x4, Inter 64x64, Inter 64x64 (Rect), Inter 32x32, Inter 32x32 (Rect), Inter 16x16, Inter 16x16 (Rect), Inter 8x8, Inter 8x8 (Rect), Skip 64x64, Skip 32x32, Skip 16x16, Skip 8x8, Merge 64x64, Merge 32x32, Merge 16x16, Merge 8x8, Avg Luma Distortion, Avg Chroma Distortion, Avg psyEnergy, Avg Residual Energy, Min Luma Level, Max Luma Level, Avg Luma Level, Min Cb Level, Max Cb Level, Avg Cb Level, Min Cr Level, Max Cr Level, Avg Cr Level, Intra 64x64, Skip 64x64, AMP 64, Inter 64x64, Merge 64x64, Inter 64x32, Merge 64x32, Inter 32x64, Merge 32x64, Intra 32x32, Skip 32x32, AMP 32, Inter 32x32, Merge 32x32, Inter 32x16, Merge 32x16, Inter 16x32, Merge 16x32, Intra 16x16, Skip 16x16, AMP 16, Inter 16x16, Merge 16x16, Inter 16x8, Merge 16x8, Inter 8x16, Merge 8x16, Intra 8x8, Skip 8x8, AMP 8, Inter 8x8, Merge 8x8, Inter 8x4, Merge 8x4, Inter 4x8, Merge 4x8, 4x4, DecideWait (ms), Row0Wait (ms), Wall time (ms), Ref Wait Wall (ms), Total CTU time (ms),Stall Time (ms), Total frame time (ms), Avg WPP, Row Blocks
45, P-SLICE,   16, 37.00,      36648, 0,3.58,31.983, 37.224, 38.884, 33.501,51, 12 11 9 7 , -, 0.00%,  0.00%,  0.00%, 0.18%,  0.00%,  0.41%, 0.12%,  0.00%,  1.30%, 0.24%,  0.18%,  2.66%, 0.00%,  0.41%,  0.30%,  7.98%,  4.91%, 22.58%,  7.98%, 20.98%,  8.33%,  0.00%,  0.06%,  2.96%,  5.20%,  0.06%,  0.89%,  4.26%,  8.04%, 164488.02, 20785.24, 10423.63, 242932.56 , 16, 235, 97.13, 82, 189, 115.95, 59, 168, 138.27, 0.00%, 7.69%,0.00%, 38.46%, 15.38%, 23.08%, 0.00%, 11.54%, 3.85%, 3.65%, 5.84%,0.00%, 36.13%, 24.09%, 7.12%, 5.29%, 12.04%, 5.84%, 3.62%, 18.40%,0.00%, 32.13%, 25.49%, 4.00%, 5.20%, 3.92%, 7.24%, 6.74%, 29.02%,0.00%, 19.95%, 26.04%, 1.55%, 6.61%, 2.07%, 8.03%,0.00%, 0.0, 50.9, 85.9, 19.3, 234.1, 0.0, 1163.7, 3.156, 31
46, B-SLICE,   14, 38.00,      11192, 0,3.30,31.971, 37.311, 39.091, 33.528,53, 12 11 7 ,16 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  2.99%,  1.85%, 22.79%,  7.83%, 13.53%,  7.83%,  5.13%,  4.70%,  0.00%,  2.99%,  4.42%,  3.42%,  0.85%,  5.98%, 10.68%,  4.99%, 160449.73, 19291.10, 11274.34, 170516.46 , 16, 235, 97.76, 81, 201, 116.00, 71, 168, 138.24, 0.00%, 15.00%,0.00%, 52.50%, 0.00%, 5.00%, 5.00%, 13.75%, 8.75%, 0.00%, 20.45%,0.00%, 55.19%, 6.49%, 4.55%, 5.52%, 3.73%, 4.06%, 0.00%, 41.41%,0.00%, 27.73%, 9.38%, 4.30%, 5.86%, 3.91%, 7.42%, 0.00%, 46.09%,0.00%, 11.72%, 16.41%, 6.25%, 9.38%, 2.34%, 7.81%,0.00%, 0.0, 104.7, 59.8, 27.3, 128.2, 0.0, 1199.9, 2.696, 17
47, b-SLICE,   13, 39.00,       4856, 0,3.38,31.994, 37.280, 39.143, 33.548,54, 12 11 ,14 16 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%, 14.07%,  6.42%, 22.02%,  8.56%,  7.03%,  4.59%,  1.22%,  0.61%,  0.00%,  4.28%,  6.12%,  3.06%,  4.59%, 15.60%,  1.83%,  0.00%, 158068.30, 19280.10, 12220.49, 159504.35 , 16, 235, 98.11, 82, 194, 116.05, 67, 168, 138.20, 0.00%, 18.29%,0.00%, 56.10%, 0.00%, 2.44%, 9.76%, 5.49%, 7.93%, 0.00%, 33.33%,0.00%, 51.79%, 0.51%, 1.03%, 5.13%, 2.56%, 5.64%, 0.00%, 40.62%,0.00%, 34.38%, 1.56%, 4.69%, 7.81%, 5.47%, 5.47%, 0.00%, 62.50%,0.00%, 18.75%, 6.25%, 0.00%, 6.25%, 0.00%, 6.25%,0.00%, 0.0, 105.2, 42.5, 20.5, 94.4, 0.0, 1225.2, 2.637, 36
48, b-SLICE,   15, 39.00,       4512, 0,3.30,31.975, 37.297, 39.106, 33.532,52, 14 12 11 ,16 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%, 12.54%,  5.81%, 23.55%, 10.70%,  4.59%,  2.14%,  2.14%,  3.06%,  0.00%,  7.03%,  3.36%,  0.00%,  5.81%, 14.37%,  2.75%,  2.14%, 158755.74, 19300.73, 11911.30, 161197.24 , 16, 235, 97.35, 82, 192, 115.94, 72, 169, 138.23, 0.00%, 24.05%,0.00%, 51.90%, 0.00%, 5.70%, 8.23%, 3.16%, 6.96%, 0.00%, 33.02%,0.00%, 49.53%, 0.94%, 1.18%, 6.37%, 2.59%, 6.37%, 0.00%, 47.62%,0.00%, 23.81%, 11.90%, 1.19%, 8.33%, 2.38%, 4.76%, 0.00%, 29.17%,0.00%, 12.50%, 16.67%, 4.17%, 4.17%, 8.33%, 25.00%,0.00%, 0.0, 76.4, 42.5, 20.5, 82.0, 0.0, 1218.6, 2.541, 26
49, P-SLICE,   21, 37.00,      37304, 0,3.39,31.935, 37.218, 38.971, 33.475,46, 16 14 12 11 , -, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.43%, 0.06%,  0.12%,  1.61%, 0.12%,  0.06%,  2.66%, 0.00%,  0.25%,  0.12%,  8.47%,  6.80%, 22.82%,  6.86%, 20.78%,  8.23%,  0.00%,  0.80%,  3.15%,  6.12%,  0.00%,  1.24%,  3.71%,  5.57%, 166625.91, 19984.35, 10316.27, 246416.16 , 16, 235, 96.05, 81, 202, 115.91, 88, 168, 138.34, 0.00%, 0.00%,0.00%, 16.67%, 50.00%, 16.67%, 0.00%, 16.67%, 0.00%, 2.21%, 10.41%,0.00%, 33.75%, 18.93%, 9.31%, 5.52%, 11.99%, 7.89%, 4.68%, 17.90%,0.00%, 33.71%, 25.81%, 3.15%, 4.27%, 4.92%, 5.56%, 6.53%, 26.85%,0.00%, 19.18%, 28.55%, 1.35%, 7.46%, 2.41%, 7.67%,0.00%, 0.0, 55.0, 84.0, 20.5, 224.9, 0.0, 1209.6, 2.941, 14
50, B-SLICE,   19, 38.00,      11520, 0,3.42,31.845, 37.283, 39.026, 33.423,48, 16 14 11 ,21 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  2.39%,  3.38%, 14.49%, 11.53%, 13.08%, 10.55%,  6.19%,  3.52%,  0.00%,  2.81%,  4.50%,  2.25%,  0.56%,  6.47%, 11.67%,  6.61%, 165494.71, 19481.80, 11327.75, 176183.24 , 16, 235, 96.46, 82, 185, 115.90, 77, 168, 138.31, 0.00%, 8.89%,0.00%, 35.56%, 2.22%, 15.56%, 11.11%, 17.78%, 8.89%, 0.00%, 23.49%,0.00%, 45.20%, 2.14%, 6.94%, 11.21%, 5.34%, 5.69%, 0.00%, 40.64%,0.00%, 24.73%, 8.13%, 3.71%, 6.89%, 6.18%, 9.72%, 0.00%, 47.73%,0.00%, 19.70%, 13.64%, 3.41%, 7.20%, 2.27%, 6.06%,0.00%, 0.0, 60.5, 65.4, 32.0, 130.5, 0.0, 1280.0, 2.444, 26
51, b-SLICE,   17, 39.00,       5528, 0,3.40,31.904, 37.297, 38.964, 33.461,50, 16 14 ,19 21 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%, 10.28%,  4.76%, 19.80%, 12.28%,  4.51%,  5.26%,  1.75%,  3.51%,  0.00%,  4.51%,  4.51%,  0.75%,  3.01%, 12.78%,  8.27%,  4.01%, 161667.87, 19555.96, 12069.43, 164665.62 , 16, 235, 96.92, 81, 192, 115.91, 75, 169, 138.30, 0.00%, 16.67%,0.00%, 56.94%, 0.00%, 6.94%, 8.33%, 4.86%, 6.25%, 0.00%, 30.40%,0.00%, 45.81%, 2.20%, 2.86%, 6.83%, 3.08%, 8.81%, 0.00%, 56.67%,0.00%, 17.78%, 2.22%, 3.33%, 10.00%, 1.67%, 8.33%, 0.00%, 47.50%,0.00%, 7.50%, 10.00%, 3.75%, 3.75%, 5.00%, 22.50%,0.00%, 0.0, 78.3, 39.0, 16.1, 103.8, 0.0, 1309.7, 3.519, 31
52, b-SLICE,   18, 39.00,       6200, 0,3.39,31.804, 37.316, 39.035, 33.397,49, 16 14 ,19 21 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  8.91%,  5.34%, 20.61%, 14.50%,  7.38%,  6.36%,  0.76%,  2.29%,  0.00%,  3.82%,  3.56%,  1.02%,  4.07%, 10.69%,  8.65%,  2.04%, 165858.96, 19377.44, 12236.79, 170583.19 , 16, 235, 96.66, 82, 196, 115.91, 67, 168, 138.30, 0.00%, 22.22%,0.00%, 47.22%, 1.39%, 4.86%, 7.64%, 11.11%, 5.56%, 0.00%, 25.33%,0.00%, 47.56%, 1.78%, 4.67%, 9.11%, 2.89%, 8.67%, 0.00%, 47.06%,0.00%, 20.59%, 7.84%, 2.45%, 11.27%, 2.45%, 8.33%, 0.00%, 50.00%,0.00%, 8.33%, 4.17%, 2.08%, 2.08%, 10.42%, 22.92%,0.00%, 0.0, 56.8, 42.5, 16.2, 100.3, 0.0, 1310.3, 2.852, 43
53, b-SLICE,   20, 39.00,       4032, 0,3.39,31.954, 37.340, 39.089, 33.519,47, 19 16 14 ,21 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%, 15.25%,  7.80%, 22.34%, 11.35%,  2.84%,  1.42%,  1.77%,  1.42%,  0.00%,  5.67%,  2.48%,  0.71%,  7.80%, 15.60%,  1.77%,  1.77%, 159654.99, 19216.53, 12196.69, 161103.13 , 16, 235, 96.29, 82, 193, 115.93, 88, 168, 138.36, 0.00%, 25.29%,0.00%, 49.43%, 0.00%, 3.45%, 9.20%, 4.60%, 8.05%, 0.00%, 32.43%,0.00%, 48.65%, 1.62%, 1.89%, 7.30%, 1.35%, 6.76%, 0.00%, 50.00%,0.00%, 29.17%, 4.17%, 4.17%, 4.17%, 2.08%, 6.25%, 0.00%, 43.75%,0.00%, 31.25%, 0.00%, 0.00%, 0.00%, 0.00%, 25.00%,0.00%, 0.0, 56.7, 42.6, 16.2, 79.6, 1.4, 1272.0, 2.667, 28
54, P-SLICE,   27, 37.00,      42440, 0,3.29,31.797, 36.978, 38.945, 33.338,40, 21 19 16 14 , -, 0.00%,  0.00%,  0.00%, 0.18%,  0.06%,  0.36%, 0.24%,  0.00%,  1.20%, 0.00%,  0.18%,  2.87%, 0.00%,  0.42%,  0.18%,  9.04%,  5.92%, 24.36%,  6.64%, 24.78%,  8.14%,  0.00%,  0.18%,  1.97%,  4.31%,  0.00%,  0.30%,  2.27%,  6.40%, 172144.58, 21383.47, 10877.14, 266920.34 , 16, 235, 96.89, 82, 205, 115.42, 77, 168, 138.67, 0.00%, 0.00%,0.00%, 50.00%, 20.00%, 10.00%, 0.00%, 20.00%, 0.00%, 3.36%, 2.68%,0.00%, 32.55%, 28.19%, 10.57%, 6.21%, 10.07%, 6.38%, 3.92%, 11.58%,0.00%, 36.70%, 29.69%, 4.49%, 3.51%, 4.65%, 5.46%, 6.54%, 22.95%,0.00%, 24.10%, 28.97%, 1.73%, 5.06%, 1.86%, 8.78%,0.00%, 0.0, 15.2, 95.9, 16.4, 249.3, 0.0, 1147.3, 3.074, 22
55, B-SLICE,   24, 38.00,      13464, 0,3.36,31.848, 37.348, 39.112, 33.444,43, 21 19 14 ,27 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  2.30%,  1.33%, 14.79%,  8.00%, 13.09%,  9.58%,  9.70%,  5.94%,  0.00%,  2.79%,  5.09%,  5.33%,  0.97%,  7.39%,  7.03%,  6.67%, 165712.79, 19154.03, 12148.47, 179165.80 , 16, 235, 96.16, 81, 191, 115.72, 106, 168, 138.48, 0.00%, 21.05%,0.00%, 47.37%, 2.63%, 10.53%, 13.16%, 1.32%, 3.95%, 0.00%, 27.81%,0.00%, 48.34%, 1.99%, 4.80%, 6.46%, 2.98%, 7.62%, 0.00%, 34.84%,0.00%, 28.22%, 9.41%, 5.75%, 9.93%, 4.53%, 7.32%, 0.00%, 43.42%,0.00%, 20.18%, 14.91%, 2.19%, 7.89%, 2.41%, 8.99%,0.00%, 0.0, 39.0, 75.6, 38.3, 148.4, 0.0, 1257.6, 2.400, 20
56, b-SLICE,   22, 39.00,       5056, 0,3.45,31.874, 37.366, 39.122, 33.466,45, 21 19 ,24 27 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  8.05%,  8.62%, 23.56%, 19.25%,  3.45%,  4.31%,  1.15%,  2.01%,  0.00%,  2.59%,  1.72%,  3.74%,  4.89%, 11.21%,  3.16%,  2.30%, 162731.58, 19090.70, 12475.24, 164699.47 , 16, 235, 96.00, 82, 185, 115.87, 82, 168, 138.37, 0.00%, 22.67%,0.00%, 37.33%, 0.00%, 3.33%, 8.67%, 4.00%, 24.00%, 0.00%, 21.15%,0.00%, 46.70%, 2.64%, 4.85%, 11.89%, 3.52%, 9.25%, 0.00%, 38.64%,0.00%, 27.27%, 0.00%, 2.27%, 4.55%, 6.82%, 20.45%, 0.00%, 65.62%,0.00%, 12.50%, 0.00%, 0.00%, 3.12%, 4.69%, 14.06%,0.00%, 0.0, 66.2, 51.8, 25.5, 99.5, 1.1, 1377.7, 2.430, 36
57, b-SLICE,   23, 39.00,       5872, 0,3.31,31.798, 37.399, 39.143, 33.416,44, 21 19 ,24 27 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  6.99%,  7.53%, 23.92%, 13.98%,  6.99%,  7.53%,  0.27%,  0.27%,  0.00%,  5.11%,  2.42%,  0.81%,  4.57%, 11.56%,  7.26%,  0.81%, 165761.54, 18965.81, 12438.20, 169024.12 , 16, 235, 96.03, 83, 191, 115.80, 94, 168, 138.42, 0.00%, 23.94%,0.00%, 35.21%, 1.41%, 7.75%, 9.15%, 10.56%, 11.97%, 0.00%, 26.61%,0.00%, 48.50%, 2.58%, 4.08%, 7.08%, 4.72%, 6.44%, 0.00%, 40.00%,0.00%, 25.56%, 3.33%, 3.33%, 4.44%, 6.11%, 17.22%, 0.00%, 75.00%,0.00%, 12.50%, 0.00%, 12.50%, 0.00%, 0.00%, 0.00%,0.00%, 0.0, 62.7, 51.9, 25.5, 94.7, 0.0, 1374.6, 2.785, 28
58, b-SLICE,   25, 39.00,       5680, 0,3.17,31.755, 37.289, 39.128, 33.368,42, 24 21 19 ,27 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  6.47%,  4.48%, 21.14%, 16.42%,  4.48%,  5.72%,  2.49%,  1.99%,  0.00%,  5.47%,  3.98%,  1.99%,  5.97%, 10.20%,  7.71%,  1.49%, 167312.56, 19282.80, 12873.54, 174618.51 , 16, 235, 96.39, 81, 183, 115.58, 111, 169, 138.54, 0.00%, 35.29%,0.00%, 38.24%, 0.00%, 7.35%, 10.29%, 4.41%, 4.41%, 0.00%, 25.82%,0.00%, 46.31%, 0.82%, 4.10%, 9.02%, 2.66%, 11.27%, 0.00%, 53.41%,0.00%, 13.64%, 6.82%, 5.11%, 9.66%, 1.14%, 10.23%, 0.00%, 43.75%,0.00%, 21.88%, 9.38%, 4.69%, 4.69%, 6.25%, 9.38%,0.00%, 0.0, 62.6, 52.0, 25.5, 105.1, 1.4, 1254.4, 2.622, 23
59, b-SLICE,   26, 39.00,       5368, 0,3.45,31.733, 37.233, 39.055, 33.336,41, 24 21 19 ,27 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  8.08%,  4.80%, 16.41%, 19.70%,  3.79%,  2.78%,  2.53%,  2.53%,  0.00%,  5.56%,  2.02%,  0.51%,  3.79%, 15.91%,  7.07%,  4.55%, 168267.50, 19564.79, 12703.96, 171936.66 , 16, 235, 96.60, 81, 187, 115.53, 115, 168, 138.61, 0.00%, 22.73%,0.00%, 46.97%, 1.52%, 5.30%, 9.85%, 9.09%, 4.55%, 0.00%, 32.95%,0.00%, 34.88%, 1.94%, 5.04%, 12.40%, 4.46%, 8.33%, 0.00%, 58.06%,0.00%, 20.97%, 3.23%, 3.23%, 3.23%, 2.42%, 8.87%, 0.00%, 50.00%,0.00%, 17.50%, 7.50%, 1.25%, 3.75%, 11.25%, 8.75%,0.00%, 0.0, 9.3, 52.0, 25.5, 98.1, 0.0, 1230.0, 2.844, 30
60, P-SLICE,   31, 37.00,      35752, 0,3.31,31.633, 37.028, 38.815, 33.205,36, 27 24 21 19 , -, 0.00%,  0.00%,  0.00%, 0.06%,  0.00%,  0.25%, 0.32%,  0.19%,  1.07%, 0.19%,  0.00%,  2.33%, 0.00%,  0.32%,  0.50%,  9.77%,  5.42%, 22.18%,  6.93%, 18.27%, 10.71%,  0.00%,  0.06%,  1.20%,  3.91%,  0.00%,  1.13%,  5.48%,  9.70%, 177809.24, 21192.17, 11300.79, 253012.64 , 16, 235, 98.93, 83, 201, 115.00, 78, 169, 138.87, 0.00%, 0.00%,0.00%, 23.08%, 15.38%, 23.08%, 0.00%, 38.46%, 0.00%, 1.69%, 6.44%,0.00%, 33.90%, 28.81%, 7.63%, 4.92%, 10.51%, 6.10%, 4.22%, 17.88%,0.00%, 29.51%, 29.85%, 4.13%, 5.65%, 2.87%, 5.90%, 5.59%, 30.17%,0.00%, 13.13%, 27.37%, 1.05%, 9.85%, 2.30%, 10.54%,0.00%, 1.8, 6.0, 70.2, 0.2, 224.1, 0.0, 1210.3, 3.659, 46
61, B-SLICE,   29, 38.00,       9888, 0,3.30,31.733, 37.175, 39.016, 33.323,38, 27 24 19 ,31 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  5.08%,  2.37%, 17.09%, 13.71%,  9.14%, 10.49%,  5.41%,  4.06%,  0.00%,  3.55%,  3.38%,  2.88%,  1.35%,  7.78%,  8.46%,  5.25%, 169439.45, 19792.14, 12582.84, 177836.93 , 16, 235, 97.97, 82, 206, 115.19, 78, 169, 138.80, 0.00%, 15.38%,0.00%, 53.85%, 3.85%, 7.69%, 11.54%, 4.81%, 2.88%, 0.00%, 24.01%,0.00%, 43.37%, 3.58%, 4.48%, 10.93%, 5.02%, 8.60%, 0.00%, 37.63%,0.00%, 24.19%, 4.84%, 8.06%, 11.83%, 3.76%, 9.68%, 0.00%, 46.15%,0.00%, 19.23%, 11.54%, 4.81%, 6.73%, 2.40%, 9.13%,0.00%, 0.0, 29.3, 98.4, 21.5, 146.5, 0.0, 1332.2, 2.926, 22
62, b-SLICE,   28, 39.00,       3368, 0,3.36,31.867, 37.185, 39.071, 33.432,39, 27 24 ,29 31 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%, 13.68%, 10.53%, 13.33%, 17.19%,  1.40%,  2.81%,  1.75%,  0.70%,  0.00%,  5.26%,  1.05%,  1.05%,  6.67%, 16.49%,  5.96%,  2.11%, 162551.23, 19665.99, 13254.70, 164118.24 , 16, 235, 97.28, 82, 202, 115.31, 77, 169, 138.74, 0.00%, 21.59%,0.00%, 44.32%, 0.00%, 3.41%, 18.18%, 0.57%, 11.93%, 0.00%, 34.64%,0.00%, 37.43%, 0.56%, 1.68%, 13.41%, 2.23%, 10.06%, 0.00%, 62.50%,0.00%, 12.50%, 0.00%, 3.12%, 6.25%, 0.00%, 15.62%, 0.00%, 56.25%,0.00%, 12.50%, 18.75%, 6.25%, 0.00%, 0.00%, 6.25%,0.00%, 0.0, 67.4, 60.3, 19.4, 66.0, 1.8, 1334.9, 2.148, 17
63, b-SLICE,   30, 39.00,       4040, 0,3.21,31.729, 37.199, 39.030, 33.326,37, 29 27 24 ,31 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%, 16.84%,  7.56%, 19.59%, 10.31%,  1.72%,  2.75%,  1.03%,  2.41%,  0.00%,  8.93%,  1.72%,  1.03%,  5.50%, 13.40%,  6.19%,  1.03%, 167904.81, 19701.44, 13357.34, 169480.86 , 16, 235, 98.46, 83, 184, 115.12, 117, 170, 138.87, 0.00%, 18.39%,0.00%, 56.32%, 0.00%, 2.87%, 12.07%, 2.87%, 7.47%, 0.00%, 35.71%,0.00%, 47.25%, 0.55%, 1.37%, 7.42%, 1.65%, 6.04%, 0.00%, 63.89%,0.00%, 13.89%, 0.00%, 2.78%, 2.78%, 9.72%, 6.94%, 0.00%, 37.50%,0.00%, 18.75%, 0.00%, 3.12%, 9.38%, 18.75%, 12.50%,0.00%, 0.0, 67.4, 60.3, 19.4, 80.0, 0.0, 1313.7, 2.933, 22
64, I-SLICE,    0, 34.00,     145520, 0,3.66,33.596, 37.503, 39.003, 34.761,35,  -, -, 0.00%,  0.00%,  0.00%, 0.25%,  0.10%,  1.36%, 2.84%,  0.48%, 11.56%, 6.83%,  1.90%, 41.62%,33.06%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%, 114141.54, 20539.27, 9730.14, 444495.28 , 16, 235, 99.21, 83, 197, 114.95, 80, 170, 138.88, 0.00%, 0.00%,0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 73.21%, 0.00%,0.00%, 26.79%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 100.00%, 0.00%,0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 100.00%, 0.00%,0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%,100.00%, 0.0, 0.0, 145.3, 0.0, 408.7, 0.0, 1282.8, 3.341, 25
65, P-SLICE,    4, 37.00,      28352, 0,3.34,32.181, 37.242, 38.865, 33.649,31, 0 , -, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.13%, 0.00%,  0.06%,  1.13%, 0.19%,  0.00%,  2.13%, 0.00%,  0.13%,  0.06%,  8.35%,  5.90%, 21.78%, 10.17%, 16.07%,  8.29%,  0.00%,  0.50%,  3.20%,  4.58%,  0.06%,  2.82%,  7.28%,  7.16%, 157003.84, 20142.96, 10378.27, 215516.97 , 16, 235, 100.28, 81, 204, 114.89, 84, 170, 138.89, 0.00%, 25.00%,0.00%, 0.00%, 50.00%, 0.00%, 0.00%, 12.50%, 12.50%, 0.64%, 16.99%,0.00%, 34.62%, 17.63%, 7.21%, 4.65%, 11.38%, 6.89%, 2.73%, 24.03%,0.00%, 32.09%, 17.84%, 5.76%, 8.35%, 4.53%, 4.68%, 6.05%, 30.56%,0.00%, 19.77%, 22.06%, 2.78%, 8.82%, 2.29%, 7.68%,0.00%, 69.4, 6.0, 45.1, 12.4, 121.4, 0.0, 1201.4, 3.156, 26
66, B-SLICE,    2, 38.00,       9664, 0,3.20,32.497, 37.420, 39.050, 33.932,33, 0 ,4 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.73%,  0.88%, 19.38%, 18.50%,  6.75%,  9.10%,  2.64%,  2.94%,  0.00%,  5.87%,  6.61%,  2.50%,  0.73%, 13.95%,  5.73%,  3.67%, 141767.88, 19074.87, 11453.25, 149382.84 , 16, 235, 100.06, 82, 203, 114.90, 76, 170, 138.90, 0.00%, 31.25%,0.00%, 31.25%, 0.00%, 0.00%, 6.25%, 6.25%, 25.00%, 0.00%, 31.91%,0.00%, 37.12%, 1.18%, 4.73%, 8.98%, 4.61%, 11.47%, 0.00%, 43.75%,0.00%, 21.87%, 2.08%, 7.03%, 9.64%, 3.91%, 11.72%, 0.00%, 52.50%,0.00%, 11.25%, 11.25%, 2.50%, 6.25%, 6.25%, 10.00%,0.00%, 0.0, 24.9, 41.2, 19.1, 83.4, 1.6, 1242.8, 2.563, 25
67, b-SLICE,    1, 39.00,       4312, 0,3.24,32.908, 37.441, 39.091, 34.248,34, 0 ,2 4 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  1.47%,  1.05%, 15.72%, 23.06%,  0.63%,  2.31%,  0.42%,  0.84%,  0.00%,  6.29%,  0.84%,  0.00%,  2.52%, 39.83%,  2.94%,  2.10%, 127934.27, 18948.04, 11382.99, 130101.04 , 16, 235, 99.65, 81, 202, 114.90, 79, 169, 138.89, 0.00%, 50.00%,0.00%, 29.17%, 0.00%, 0.00%, 8.33%, 4.17%, 8.33%, 0.00%, 50.57%,0.00%, 24.14%, 0.00%, 2.18%, 11.15%, 2.30%, 9.66%, 0.00%, 56.25%,0.00%, 9.38%, 0.00%, 0.00%, 6.25%, 7.81%, 20.31%, 0.00%, 62.50%,0.00%, 12.50%, 0.00%, 3.12%, 3.12%, 12.50%, 6.25%,0.00%, 0.0, 54.3, 27.6, 11.4, 66.2, 0.0, 1294.5, 2.874, 46
